id,civilité,nom,prenom,département,circonscription,groupe_politique,email,sites,twitter,facebook,permanence,commissions,informations
"PA719938","M.","Fesneau","Marc","Loir-et-Cher","1","Les Démocrates","marc.fesneau@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA722134","M.","Fiévet","Jean-Marie","Deux-Sèvres","3","Ensemble pour la République","jean-marie.fievet@assemblee-nationale.fr","","","","19, Rue de la Cave 79300 Bressuire","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA267780","Mme","Firmin Le Bodo","Agnès","Seine-Maritime","7","Horizons & Indépendants","agnes.firminlebodo@assemblee-nationale.fr","","@agnesfirmin","agnesfirminlebodo","7 Bis, Rue du Maréchal Gallieni 76000 Le Havre","Membre  de la Commission des affaires sociales | ",""
"PA840143","M.","Florquin","Guillaume","Nord","20","Rassemblement National","guillaume.florquin@assemblee-nationale.fr","","","","60, Rue Thiers 59230 Saint-Amand-les-Eaux - Tél: 03.27.43.76.64","Membre  de la Commission des affaires sociales | ",""
"PA1327","M.","Forissier","Nicolas","Indre","2","Droite Républicaine","nicolas.forissier@assemblee-nationale.fr","","@N_Forissier","nicolas.forissier","4, Place de l'Hôtel de Ville 36400 La Châtre - Tél: 02 54 48 02 47","Membre  de la Commission des affaires étrangères | ",""
"PA840801","M.","Fouquart","Emmanuel","Bouches-du-Rhône","13","Rassemblement National","emmanuel.fouquart@assemblee-nationale.fr","","@e_Fouquart","Emmanuel Fouquart","Avenue de Paradis Saint-Roch Résidence Le Canal SD7 C 13500 Martigues","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA793980","M.","Fournier","Charles","Indre-et-Loire","1","Écologiste et Social","charles.fournier@assemblee-nationale.fr","charlesfournier.fr","@cfourniereelv","CharlesFournierTours","12, Boulevard Heurteloup 37000 Tour","Vice-président  de la Commission des affaires économiques | ",""
"PA794678","M.","Frappé","Thierry","Pas-de-Calais","10","Rassemblement National","thierry.frappe@assemblee-nationale.fr","","@thierry_frappe","Thierry.Frappe","314, Rue Henri Cadot 62700 Bruay La Buissière","Membre  de la Commission des affaires sociales | ",""
"PA840235","M.","Frébault","Moerani","Polynésie Française","1","Ensemble pour la République","moerani.frebault@assemblee-nationale.fr","","","","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA822617","Mme","Froger","Martine","Ariège","1","Libertés, Indépendants, Outre-mer et Territoires","martine.froger@assemblee-nationale.fr","martinefroger.fr","@MartineFrogerAN","","","Secrétaire  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA722284","M.","Fuchs","Bruno","Haut-Rhin","6","Les Démocrates","bruno.fuchs@assemblee-nationale.fr","","@bruno_fuchs","BrunoFuchsHautRhin2017","10, Rue de Mulhouse 68110 Illzach - Tél: 09 61 65 59 51","Membre  de la Commission des affaires étrangères | ",""
"PA722366","M.","Fugit","Jean-Luc","Rhône","11","Ensemble pour la République","jean-luc.fugit@assemblee-nationale.fr","www.jeanlucfugit.fr","@Jean_LucFUGIT","@jeanlucfugit","3, Allée Marianne 69700 GIVORS - Tél: 0962591474","Membre  de la Commission des affaires économiques | ",""
"PA841139","M.","Gabarron","Julien","Hérault","6","Rassemblement National","julien.gabarron@assemblee-nationale.fr","","@JulienGabarron","","","Membre  de la Commission des affaires économiques | ",""
"PA796070","M.","Gaillard","Perceval","Réunion","7","La France insoumise - Nouveau Front Populaire","perceval.gaillard@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA719736","Mme","Galliard-Minier","Camille","Isère","1","Ensemble pour la République","contact@galliard-minier.fr|camille.galliard-minier@assemblee-nationale.fr","","@GalliardM","CGalliardMinier","","Membre  de la Commission des affaires sociales | ",""
"PA793892","Mme","Galzy","Stéphanie","Hérault","5","Rassemblement National","stephanie.galzy@assemblee-nationale.fr","","","","4, Rue de l'audacieuse Bâtiment B, 1er étage 34480 Magalas","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA795010","Mme","Garin","Marie-Charlotte","Rhône","3","Écologiste et Social","marie-charlotte.garin@assemblee-nationale.fr","mcgarin.fr","@mc_garin","MarieCharlotte.Garin6903","38, Rue Rabelais 69003 Lyon","Membre  de la Commission des affaires sociales | ",""
"PA333285","M.","Garot","Guillaume","Mayenne","1","Socialistes et apparentés","permanence@garot.fr|guillaume.garot@assemblee-nationale.fr","www.guillaume-garot.fr/","@guillaumegarot","guillaumegarot.fr","22, Rue Souchu-Servinière, 53000 Laval - Tél: 02 43 01 03 05","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA722358","M.","Gassilloud","Thomas","Rhône","10","Ensemble pour la République","thomas.gassilloud@assemblee-nationale.fr","www.gassilloud.fr","@tgassilloud","ThomasGassilloud","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA721024","Mme","Genetet","Anne","Français établis hors de France","11","Ensemble pour la République","anne.genetet@assemblee-nationale.fr","www.annegenetet.fr","@AGenetet","Anne Genetet - Députée","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA794470","Mme","Gérard","Félicie","Nord","7","Horizons & Indépendants","felicie.gerard@assemblee-nationale.fr","","","","16, Rue du Professeur Perrin 59170 Croix","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794234","M.","Gernigon","François","Maine-et-Loire","1","Horizons & Indépendants","francois.gernigon@assemblee-nationale.fr","www.francoisgernigon.fr","@F_Gernigon","FrGernigon","2, Square Lafayette 49000 Angers - Tél: 02 72 47 15 05","Secrétaire  de la Commission des affaires sociales | ",""
"PA841737","M.","Gery","Jonathan","Rhône","8","Rassemblement National","jonathan.gery@assemblee-nationale.fr","","@JonathanGery_AN","people/Jonathan-Gery/61562278240513/","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA796034","M.","Giletti","Frank","Var","6","Rassemblement National","frank.giletti@assemblee-nationale.fr","","@FrankGiletti","","","Vice-président  de la Commission de la défense nationale et des forces armées | ",""
"PA793832","M.","Gillet","Yoann","Gard","1","Rassemblement National","yoann.gillet@assemblee-nationale.fr|contact@yoanngillet.fr","www.gillet-depute.fr","@YoannGillet30","YoannGillet30","17, Boulevard du Maréchal Foch Tél. : 04.11.25.02.78 30300 Beaucaire","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA841419","M.","Girard","Damien","Morbihan","5","Écologiste et Social","damien.girard@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA793102","M.","Girard","Christian","Alpes-de-Haute-Provence","1","Rassemblement National","christian.girard@assemblee-nationale.fr","","","","Rue Ferdinand de Lesseps La Croix du Sud Zone, ZI St-Christophe 04000 Dignes-les-Bains","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA718674","Mme","Givernet","Olga","Ain","3","Ensemble pour la République","olga.givernet@assemblee-nationale.fr","www.olga-givernet.fr","@OlgaGivernet","Page-politique-dOlga-Givernet-1118292008192135","58, Rue de Genève 01630 Saint-Genis-Pouilly - Tél: 04.50.99.64.56","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA840939","Mme","Godard","Océane","Côte-d'Or","1","Socialistes et apparentés","oceane.godard@assemblee-nationale.fr","","@O_charretgodard","","","Membre  de la Commission des affaires sociales | ",""
"PA841539","M.","Gokel","Julien","Nord","13","Socialistes et apparentés","julien.gokel@assemblee-nationale.fr","","","julien.gokel.59","","Membre  de la Commission des affaires étrangères | ",""
"PA841605","M.","Golliot","Antoine","Pas-de-Calais","5","Rassemblement National","antoine.golliot@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires économiques | ",""
"PA793362","M.","Gonzalez","José","Bouches-du-Rhône","10","Rassemblement National","jose.gonzalez@assemblee-nationale.fr|jo.allauch@gmail.com","","","José Gonzalez (conseiller regional)","Impasse Carvin 13190 Allauch","Membre  de la Commission des affaires culturelles et de l'éducation | Président d'âge de l'Assemblée nationale",""
"PA266797","M.","Gosselin","Philippe","Manche","1","Droite Républicaine","philippe.gosselin@assemblee-nationale.fr|philippegosselin50@orange.fr","www.philippegosselin.fr","@phgosselin","phgosselin","45, Route de Villedieu 50000 Saint-Lô - Tél: 02 33 05 05 50","Vice-président  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA331973","Mme","Got","Pascale","Gironde","5","Socialistes et apparentés","pascale.got@assemblee-nationale.fr","","","","473, Route de Pauillac Zone d'activités "Les portes du Médoc" 33290 Le Pian-Médoc","Membre  de la Commission des affaires étrangères | ",""
"PA721296","M.","Gouffier Valente","Guillaume","Val-de-Marne","6","Ensemble pour la République","guillaume.gouffier-valente@assemblee-nationale.fr","guillaume.gouffier-cha.fr","@G_GouffierVal","GouffierChaLegislatives","76, Avenue de la République 94300 Vincennes","Secrétaire  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA720560","Mme","Goulet","Perrine","Nièvre","1","Les Démocrates","perrine.goulet@assemblee-nationale.fr","perrinegoulet.fr","@perrinegoulet","perrinegouletDEM","31, Rue Gambetta 58000 Nevers - Tél: 0386219565","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794418","Mme","Goulet","Florence","Meuse","2","Rassemblement National","florence.goulet@assemblee-nationale.fr","","@X@FlorenceGoulet4","Facebook - Florence Goulet","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA793592","Mme","Grangier","Géraldine","Doubs","4","Rassemblement National","geraldine.grangier@assemblee-nationale.fr","","@GrangierGe","Géraldine Grangier","3, Rue du Doubs 25400 Audincourt","Membre  de la Commission des affaires économiques | ",""
"PA840171","M.","Grégoire","Emmanuel","Paris","7","Socialistes et apparentés","emmanuel.gregoire@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA721764","Mme","Grégoire","Olivia","Paris","12","Ensemble pour la République","olivia.gregoire@assemblee-nationale.fr|oliviagregoire2017@gmail.com","www.oliviagregoire.fr","@oliviagregoire","oliviagregoire","55, Rue Rouelle 75015 Paris","Membre  de la Commission des affaires économiques | ",""
"PA267318","M.","Grelier","Jean-Carles","Sarthe","5","Les Démocrates","jean-carles.grelier@assemblee-nationale.fr|jcgrelier.depute@gmail.com","","","jeancarles.grelier","119, Rue de Malpalu 72000 Le Mans","Membre  de la Commission des affaires sociales | ",""
"PA795540","M.","Grenon","Daniel","Yonne","1","Non inscrit","daniel.grenon@assemblee-nationale.fr","","","","28, Boulevard Pierre Larousse 89130 Toucy - Tél: 03 86 44 09 97","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA840757","Mme","Griseti","Monique","Bouches-du-Rhône","1","Rassemblement National","monique.griseti@assemblee-nationale.fr","","","Monique Griseti","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA794058","Mme","Gruet","Justine","Jura","3","Droite Républicaine","justine.gruet@assemblee-nationale.fr","","@JustineGruet","","15, Rue des Arènes 39100 Dole - Tél: 03 70 52 01 24","Membre  de la Commission des affaires sociales | ",""
"PA1567","M.","Guedj","Jérôme","Essonne","6","Socialistes et apparentés","jerome.guedj@assemblee-nationale.fr","jerome-guedj.fr","@JeromeGuedj","jeromeguedj","36, Gabriel Péri 91300 Massy","Membre  de la Commission des affaires sociales | ",""
"PA795310","Mme","Guetté","Clémence","Val-de-Marne","2","La France insoumise - Nouveau Front Populaire","clemence.guette@assemblee-nationale.fr","clemenceguette.fr","@Clemence_Guette","GuetteClemence","7, Rue Louise Michel 94600 Choisy-le-Roi","Membre  de la Commission du développement durable et de l'aménagement du territoire | Vice-présidente de l'Assemblée nationale",""
"PA841451","M.","Guibert","Julien","Nièvre","2","Rassemblement National","julien.guibert@assemblee-nationale.fr","","","","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA794734","M.","Guiniot","Michel","Oise","6","Rassemblement National","michel.guiniot@assemblee-nationale.fr","","@MichelGuiniot","guiniotofficiel","11, Rue de Grèce 60400 Noyon","Membre  de la Commission des affaires étrangères | ",""
"PA794478","M.","Guiraud","David","Nord","8","La France insoumise - Nouveau Front Populaire","david.guiraud@assemblee-nationale.fr","","@guiraudind","david.guiraud.50","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA793218","M.","Guitton","Jordan","Aube","1","Rassemblement National","jordan.guitton@assemblee-nationale.fr","","@jordan_guitton","jordanguittonRN","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA795258","M.","Gumbs","Frantz","Saint-Barthélemy et Saint-Martin","1","Les Démocrates","frantz.gumbs@assemblee-nationale.fr","","@frantzgumbs","fgumbs","59, Rue Victor Schoelcher, Gustavia 97133 Saint-Barthélemy","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA842013","M.","Gustave","Steevy","Essonne","3","Écologiste et Social","steevy.gustave@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA1592","M.","Habib","David","Pyrénées-Atlantiques","3","Libertés, Indépendants, Outre-mer et Territoires","dhabib.jurancon@orange.fr|david.habib@assemblee-nationale.fr","www.david-habib.fr","@DavidDhabib","DavidHabib64","9, Rue des Jacobins 64300 Orthez - Tél: 05 59 40 88 65","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA841471","M.","Hablot","Stéphane","Meurthe-et-Moselle","2","Socialistes et apparentés","stephane.hablot@assemblee-nationale.fr","","","s.hablot","4, Place de Paris 54500 Vandoeuvre-lès-Nancy - Tél: 09 53 64 05 29","Membre  de la Commission des affaires étrangères | ",""
"PA842263","Mme","Hadizadeh","Ayda","Val-d'Oise","2","Socialistes et apparentés","ayda.hadizadeh@assemblee-nationale.fr","","@aydahadi","ayda.hadizadeh","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA841947","Mme","Hamdane","Zahia","Somme","2","La France insoumise - Nouveau Front Populaire","zahia.hamdane@assemblee-nationale.fr","","@ZahiaHamdane","ZahiaHamdane","","Membre  de la Commission des affaires sociales | ",""
"PA795900","Mme","Hamelet","Marine","Tarn-et-Garonne","2","Rassemblement National","marine.hamelet@assemblee-nationale.fr","","@marine_hamelet","marine.hameletaurand","5, Rue Antonin Delzers, 82100 Castelsarrasin - Tél: 06 58 80 24 52","Membre  de la Commission des affaires sociales | ",""
"PA722070","M.","Henriet","Pierre","Vendée","5","Horizons & Indépendants","pierre.henriet@assemblee-nationale.fr","www.pierrehenriet.fr","@HenrietPierre","pierre.henriet","15, Rue des Drapiers 85200 Fontenay-le-Comte - Tél: 02 51 87 27 94","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA1630","M.","Herbillon","Michel","Val-de-Marne","8","Droite Républicaine","michel.herbillon@assemblee-nationale.fr","","@Michelherbillon","michel.herbillon.94","118, Avenue du Général de Gaulle, 94700 Maisons-Alfort - Tél: 01 43 96 77 50","Vice-président  de la Commission des affaires étrangères | ",""
"PA841813","Mme","Herouin-Léautey","Florence","Seine-Maritime","1","Socialistes et apparentés","florence.herouin-leautey@assemblee-nationale.fr","","@Fleautey","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA840947","Mme","Hervieu","Catherine","Côte-d'Or","2","Écologiste et Social","catherine.hervieu@assemblee-nationale.fr","","@CatHervieu","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA841853","Mme","Hervieu","Céline","Paris","11","Socialistes et apparentés","celine.hervieu@assemblee-nationale.fr","","@Celine_Hervieu","celine.hervieu01","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA608416","M.","Hetzel","Patrick","Bas-Rhin","7","Droite Républicaine","contact@patrick-hetzel.fr|patrick.hetzel@assemblee-nationale.fr","www.patrick-hetzel.fr","@patrickhetzel","Patrick-Hetzel","14, Rue de Phalsbourg 67260 Sarre-Union - Tél: 03 88 00 60 08|9, Rue de la gare 67700 Saverne - Tél: 03 88 91 25 88","Membre  de la Commission des affaires sociales | ",""
"PA794082","Mme","Hignet","Mathilde","Ille-et-Vilaine","4","La France insoumise - Nouveau Front Populaire","mathilde.hignet@assemblee-nationale.fr","","@MathildeHignet","MathildeHignet","20 Bis, Avenue du Port 35480 Guipry-Messac - Tél: 02 30 21 46 88","Membre  de la Commission des affaires économiques | ",""
"PA841709","Mme","Hoffman","Emmanuelle","Paris","4","Ensemble pour la République","emmanuelle.hoffman@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA1654","M.","Hollande","François","Corrèze","1","Socialistes et apparentés","francois.hollande@assemblee-nationale.fr","","","","17, Quai Alfred de Chammard BP 121 19004 Tulle - Tél: 05 55 27 40 04","Membre  de la Commission des affaires étrangères | ",""
"PA722150","M.","Houlié","Sacha","Vienne","2","Non inscrit","sacha.houlie@assemblee-nationale.fr|contact@sachahoulie.fr","www.sachahoulie.fr","@SachaHoulie","Sacha Houlié","11, Place de France 86000 Poitiers","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA793632","M.","Houssin","Timothée","Eure","5","Rassemblement National","timothee.houssin@assemblee-nationale.fr","","@T_Houssin","100014070544362","6, Avenue de la République 27700 Les Andelys - Tél: 0663362319","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA842085","M.","Humbert","Sébastien","Vosges","4","Rassemblement National","sebastien.humbert@assemblee-nationale.fr","sebastienhumbert.fr/","@Seb_Humbert","SebastienHumbertRN","86, Rue de Verdun 88800 Vittel - Tél: 09 63 59 57 61","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA841017","M.","Huwart","Harold","Eure-et-Loir","3","Libertés, Indépendants, Outre-mer et Territoires","harold.huwart@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires économiques | ",""
"PA267200","M.","Huyghe","Sébastien","Nord","5","Ensemble pour la République","sebastien.huyghe@assemblee-nationale.fr","","@SebastienHuyghe","shuyghe.depute","234, Rue du Général de Gaulle, BP 10099 59635 Wattignies Cedex - Tél: 03 20 60 26 26","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA794022","M.","Iordanoff","Jérémie","Isère","5","Écologiste et Social","jeremie.iordanoff@assemblee-nationale.fr","jeremieiordanoff.fr","@iordanoff","jeremie.iordanoff","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | Vice-président de l'Assemblée nationale",""
"PA722374","M.","Isaac-Sibille","Cyrille","Rhône","12","Les Démocrates","cyrille.isaac-sibille@assemblee-nationale.fr","cyrille.isaac-sibille.fr","@Cisaacsibille","","","Membre  de la Commission des affaires sociales | ",""
"PA794598","M.","Jacobelli","Laurent","Moselle","8","Rassemblement National","laurent.jacobelli@assemblee-nationale.fr","","@ljacobelli","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA720354","M.","Jacques","Jean-Michel","Morbihan","6","Ensemble pour la République","jean-michel.jacques@assemblee-nationale.fr","jeanmicheljacques.fr","@J_M_Jacques","jm.jacques.bzh","2, Quai du Pont-Neuf 56700 Hennebont","Président  de la Commission de la défense nationale et des forces armées | ",""
"PA842117","M.","Jeanbrun","Vincent","Val-de-Marne","7","Droite Républicaine","vincent.jeanbrun@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA841439","M.","Jenft","Pascal","Moselle","5","Rassemblement National","pascal.jenft@assemblee-nationale.fr","","","PascalJenft57","1, Rue de la Cité 57200 Sarreguemines","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA719778","M.","Jolivet","François","Indre","1","Horizons & Indépendants","francois.jolivet@assemblee-nationale.fr","francois-jolivet.fr","@FJolivet36","FJIndre","","Vice-président  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794030","M.","Jolly","Alexis","Isère","6","Rassemblement National","alexis.jolly@assemblee-nationale.fr","","@alexisjollyrn","alexis jolly","4, Place Bacchus 38630 Les Avenières-Veyrins-Thuellin|4, Place Bacchus 38630 Les Avenières Veyrins Thuellin","Membre  de la Commission des affaires étrangères | ",""
"PA841749","Mme","Joncour","Tiffany","Rhône","13","Rassemblement National","tiffany.joncour@assemblee-nationale.fr","","@Tiffany_Joncour","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA841075","Mme","Josserand","Sylvie","Gard","6","Rassemblement National","sylvie.josserand@assemblee-nationale.fr","","","","14, Rue Bernard Aton 30000 Nîmes - Tél: 04.48.06.52.30","Membre de la commission des affaires étrangères de la Commission des affaires étrangères | ",""
"PA720038","Mme","Josso","Sandrine","Loire-Atlantique","7","Les Démocrates","sandrine.josso@assemblee-nationale.fr","","@sandrinejossoan","Sandrinejosso2017","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA840869","Mme","Joubert","Florence","Dordogne","3","Rassemblement National","florence.joubert@assemblee-nationale.fr","","@Flo_Joubert","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA643192","Mme","Jourdan","Chantal","Orne","1","Socialistes et apparentés","chantal.jourdan@assemblee-nationale.fr","","","","61, Rue Balzac 61000 Alençon - Tél: 02 33 26 44 23","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA346782","M.","Juvin","Philippe","Hauts-de-Seine","3","Droite Républicaine","philippe.juvin@assemblee-nationale.fr","www.philippejuvin.fr","@philippejuvin","philippe.juvin","","Membre  de la Commission des affaires sociales | ",""
"PA795998","Mme","K/Bidi","Émeline","Réunion","4","Gauche Démocrate et Républicaine","emeline.kbidi@assemblee-nationale.fr","","","","28, Rue Caumont 97410 Saint-Pierre","Membre de la commission des lois de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA335054","Mme","Karamanli","Marietta","Sarthe","2","Socialistes et apparentés","contact@mariettakaramanli.fr|marietta.karamanli@assemblee-nationale.fr","www.mariettakaramanli.fr","@MKaramanli72","MariettaKaramanli","39, Rue Evrard 72100 Le Mans - Tél: 02 43 86 91 91","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA719372","M.","Kasbarian","Guillaume","Eure-et-Loir","1","Ensemble pour la République","guillaume.kasbarian@assemblee-nationale.fr|contact@guillaumekasbarian.fr","guillaumekasbarian.fr","@guillaumekasba","guillaumekasba","5, Boulevard Maurice Viollette 28000 Chartres","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA795156","Mme","Keloua Hachi","Fatiha","Seine-Saint-Denis","8","Socialistes et apparentés","fatiha.kelouahachi@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA794130","M.","Kerbrat","Andy","Loire-Atlantique","2","La France insoumise - Nouveau Front Populaire","andy.kerbrat@assemblee-nationale.fr","kerbrat2022.fr","","","3, Rue Dugast Matifeux 44000 Nantes","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA719052","M.","Kervran","Loïc","Cher","3","Horizons & Indépendants","loic.kervran@assemblee-nationale.fr","loic-kervran.fr","@LoicKervran18","facebook.com/LoicKervran18","19, Rue Littré 18000 Bourges - Tél: 0962560393","Vice-président  de la Commission de la défense nationale et des forces armées | ",""
"PA643184","Mme","Klinkert","Brigitte","Haut-Rhin","1","Ensemble pour la République","brigitte.klinkert@assemblee-nationale.fr","","@klinkertbrigitt","brigitte.klinkert","12, Place du Capitaine Dreyfus 68000 Colmar - Tél: 03 67 35 17 30","Membre  de la Commission des affaires étrangères | Questeure de l'Assemblée nationale",""
"PA719798","M.","Labaronne","Daniel","Indre-et-Loire","2","Ensemble pour la République","daniel.labaronne@assemblee-nationale.fr","","@LabaronneDaniel","danielabaronne2024","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA720846","M.","Lachaud","Bastien","Seine-Saint-Denis","6","La France insoumise - Nouveau Front Populaire","bastien.lachaud@assemblee-nationale.fr","bastienlachaud.fr/","@lachaudb","lachaudb","10, Avenue de la République 93300 Aubervilliers","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA719282","M.","Lacombe","Xavier","Corse-du-Sud","1","Horizons & Indépendants","xavier.lacombe@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA794146","Mme","Laernoes","Julie","Loire-Atlantique","4","Écologiste et Social","julie.laernoes@assemblee-nationale.fr","julielaernoes.eu","@laernoes","JLaernoes","","Membre  de la Commission des affaires économiques | ",""
"PA841223","M.","Lahais","Tristan","Ille-et-Vilaine","2","Écologiste et Social","tristan.lahais@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA841729","M.","Lahmar","Abdelkader","Rhône","7","La France insoumise - Nouveau Front Populaire","abdelkader.lahmar@assemblee-nationale.fr|nfp.circo7rhone@gmail.com","","@ak_lahmar","Abdelkader Lahmar","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA795516","M.","Laisney","Maxime","Seine-et-Marne","10","La France insoumise - Nouveau Front Populaire","maxime.laisney@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires économiques | ",""
"PA721004","Mme","Lakrafi","Amélia","Français établis hors de France","10","Ensemble pour la République","amelia.lakrafi@assemblee-nationale.fr","amelialakrafi.fr","@amelia_lkf","Amal Amélia Lakrafi","","Membre  de la Commission des affaires étrangères | ",""
"PA842125","M.","Lam","Thomas","Hauts-de-Seine","2","Horizons & Indépendants","thomas.lam@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires économiques | ",""
"PA794354","Mme","Laporte","Hélène","Lot-et-Garonne","2","Rassemblement National","helene.laporte@assemblee-nationale.fr","","@HeleneLaporteRN","","7 B, Rue Maréchal Foch 47400 Tonneins - Tél: 0659386137","Membre  de la Commission des affaires économiques | ",""
"PA721984","M.","Latombe","Philippe","Vendée","1","Les Démocrates","philippe.latombe@assemblee-nationale.fr","","@platombe","","BP40008 85190 Aizenay - Tél: 02 55 99 51 43","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA841693","M.","Laussucq","Jean","Paris","2","Ensemble pour la République","jean.laussucq@assemblee-nationale.fr|jean.laussucq@paris.fr","","@JeanLaussucq","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA720022","M.","Lauzzana","Michel","Lot-et-Garonne","1","Ensemble pour la République","michel.lauzzana@assemblee-nationale.fr","","","","2, Rue Jeanne d'Arc 47000 Agen - Tél: 0553999495","Membre  de la Commission des affaires sociales | ",""
"PA795912","Mme","Lavalette","Laure","Var","2","Rassemblement National","laure.lavalette@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires économiques | ",""
"PA841837","M.","Le Bourgeois","Robert","Seine-Maritime","10","Rassemblement National","robert.lebourgeois@assemblee-nationale.fr","","@LeBourgeois7610","Robert Le Bourgeois","1, Avenue du Général Leclerc 76190 Yvetot","Membre  de la Commission des affaires économiques | ",""
"PA841515","M.","Le Coq","Aurélien","Nord","1","La France insoumise - Nouveau Front Populaire","aurelien.lecoq@assemblee-nationale.fr","","@Aurelien_Le_Coq","Aurélien Le Coq","165, Rue d'Arras 59000 Lille","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA719412","Mme","Le Feur","Sandrine","Finistère","4","Ensemble pour la République","sandrine.lefeur@assemblee-nationale.fr","www.sandrine-lefeur.fr","","","31, Place des Otages 29600 MORLAIX","Présidente  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA840979","M.","Le Fur","Corentin","Côtes-d'Armor","3","Droite Républicaine","corentin.lefur@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
